"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20190725,"20190725_21","tank.Severe",29.15,16.5,6.98521947654992,186.612335156866,5061.99208950042,2027.1570330898,13.3647187636073,2227.13408701027,2060.055596,0.210418675524951
20190725,"20190725_27","tank.Ambient",29.16,16.5,7.7438388265888,30.1043237017829,816.63276734567,1876.04670941047,70.9656369516912,1977.11667006394,2051.530605,1.1172755573219
20190725,"20190725_28","tank.Ambient",29.14,16.6,7.73927231092913,30.752139352669,836.588444989965,1900.2732437751,71.364935887285,2002.39031901505,2076.297057,1.1240395688792
20190725,"20190725_30","tank.Ambient",29.13,16.5,7.73687901603799,30.8250299016477,836.044274504555,1889.78878891891,70.2942529434496,1990.90807176401,2063.396222,1.10679900371754
20190725,"20190725_5","tank.Moderate",29.01,16.6,7.2905194597477,91.0678861316762,2475.66550885982,1999.50193391766,26.6299701580682,2117.1997902074,2065.185883,0.419590783239216
20190725,"20190725_7","tank.Moderate",29.14,16.5,7.28275137759728,92.2496260470411,2502.17279215453,1987.90286913014,25.9948188143085,2106.14731399149,2052.141344,0.409282807720942
20190726,"20190726_13","tank.Severe",29.21,17.2,7.00620150912644,175.504747935339,4861.5306065662,2034.20206009816,14.4777821306182,2224.18459016411,2069.798097,0.2285015229252
20190726,"20190726_15","tank.Severe",29.2,17.1,7.00870074072502,174.436224283771,4817.5212461657,2028.68492800734,14.462971851304,2217.58412414241,2064.267354,0.228187684572409
20190726,"20190726_19","tank.Severe",29.19,17,6.99904264682122,178.281464204226,4909.01011027667,2023.00823335976,14.0480961096218,2215.33779367361,2057.588162,0.221564671238946
20190726,"20190726_2","tank.Moderate",29.08,17,7.26827055870884,94.8611159898239,2610.40700469727,1998.36560850622,25.7206977946848,2118.94742229073,2061.803081,0.405792302788031
20190726,"20190726_26","tank.Ambient",29.19,17,7.68861349210757,34.3627824058242,946.170310116194,1907.87811101516,64.8248156183051,2007.06570903929,2067.8515,1.02240822162069
20190726,"20190726_29","tank.Ambient",29.18,16.9,7.72262494264444,31.6084212823647,867.724804501843,1893.41728358186,69.2919275034164,1994.31763236764,2064.479973,1.0924834117987
20190726,"20190726_3","tank.Moderate",29.17,17,7.27348142151956,93.2797398263052,2568.16612328318,1990.76923350081,25.9928723694182,2110.04184569653,2054.945487,0.409979895739182
20190726,"20190726_33","tank.Ambient",29.16,17.1,7.71539756613396,32.0760768795453,885.657182273101,1897.85364790625,68.7942281488316,1998.72395293463,2067.579057,1.08551893121508
20190726,"20190726_6","tank.Moderate",29.16,17,7.27695533006005,93.1685246896115,2564.96247138199,2004.14143690901,26.3707800393412,2123.68074163796,2069.163516,0.415952615338792
20190727,"20190727_1","tank.Moderate",28.88,17.78,7.23470083406836,100.675863246265,2831.12535771619,1993.2565511929,24.3337330828288,2118.26614752199,2053.191591,0.385298477866596
20190727,"20190727_10","tank.Moderate",29.32,17.92,7.23885758112029,98.7227237888322,2794.22291052318,1989.28799868137,24.932626756276,2112.94334922648,2050.818527,0.394479644361864
20190727,"20190727_11","tank.Moderate",29.22,17.86,7.25488971834926,94.8116977040709,2677.39993327577,1977.49124564644,25.5920611315101,2097.89500448202,2040.692553,0.404941424267921
20190727,"20190727_12","tank.Moderate",29.23,17.83,7.25165021589529,95.759533745132,2701.96632341506,1981.315723429,25.4286601932852,2102.50391736742,2044.097761,0.402296027903875
20190727,"20190727_13","tank.Severe",29.24,17.87,6.98119654455007,181.145176622421,5117.47385238402,2012.70063948048,13.882457292145,2207.72827339505,2046.861118,0.219656443087739
20190727,"20190727_14","tank.Severe",29.24,17.87,6.97946478287901,182.01781604746,5142.12699855796,2014.34821277809,13.838529611892,2210.20455843744,2048.394615,0.218961393371797
20190727,"20190727_15","tank.Severe",29.25,17.88,6.98113111777807,181.135433458846,5118.96097898513,2012.95969301565,13.8910125852749,2207.98613905977,2047.141329,0.219793773492967
20190727,"20190727_16","tank.Severe",29.2,17.92,6.97567502438253,184.137472342123,5208.39743901565,2021.4478159346,13.7784721918836,2219.36376046861,2055.314212,0.218080920485751
20190727,"20190727_17","tank.Severe",29.21,17.88,6.98113111777807,181.101667001282,5116.88283394693,2011.69110523612,13.8678804837977,2206.6606527212,2045.814004,0.219454564047656
20190727,"20190727_18","tank.Severe",29.24,17.88,6.97922624539495,181.931436491527,5141.17451817143,2012.73394365744,13.8250862755449,2208.49046642451,2046.751767,0.218757331624226
20190727,"20190727_19","tank.Severe",29.25,17.95,6.98932957657414,177.195383826079,5017.76025275202,2009.82201889441,14.1712119042355,2201.18861462472,2044.703296,0.224289453556319
20190727,"20190727_2","tank.Moderate",29.15,17.89,7.23908044886766,98.7704889506275,2790.54437877249,1986.1953465592,24.7690286011792,2109.73486411101,2047.299806,0.392048509524901
20190727,"20190727_20","tank.Severe",29.19,17.92,6.98606380951691,178.535238450753,5049.65587173344,2007.17299604425,14.0087548022892,2199.71698929729,2041.654217,0.221732508541376
